target,auroc
P10275,0.5166907660718932
P03372,0.5831469052945563
Q06187,0.7603101361573374
P01116,0.7362142377716251
P15056,0.6935999855407751
P51531,0.6990591022211575
P00533,0.7825889615105303
Q9NWZ3,0.8753144654088051
P51532,0.6407044299201162
P10636,0.3963513338513338
O60885,0.5961235584006503
P01116/P04049,0.8233760683760684
Q92793,0.8404977375565611
P14902,0.4978557504873294
Q07889,0.3670969877523998
Q92918,0.7462923728813559
Q92793/Q09472,0.9474502487562187
Q09472,0.9253472222222222
P36969,0.7952641165755919
Q13422,0.5038188761593018
P36888,0.6811002178649238
P17706,0.8362268518518517
Q9BY41,0.41759259259259257
P18031,0.9423529411764706
P09874,0.44223985890652556
P36897,0.5409207161125319
Q00534,0.8729166666666667
P11802,0.7661246612466126
P51531/P51532,0.7048794826572605
P50750,0.769090909090909
Q02750,0.6996336996336997
O15379,1.0
P98170,0.5959595959595959
Q9UBN7,0.5569444444444445
P49336,0.5599078341013825
P43490,0.32716049382716045
Q9UM73,0.44097222222222215
P01116/Q07889,0.48939393939393944
P25440,0.8771929824561404
Q15059,0.7962962962962964
P37840,0.5357142857142857
Q06124,0.6933333333333334
P30530,0.9722222222222223
Q9NYV4,0.7348927875243665
P40337,0.7416666666666667
Q14004,0.6785714285714285
P06239,0.6812865497076023
P40763,0.42857142857142855
P24941,0.8857142857142858
P49840,0.8362573099415206
Q9Y2I7,0.6481481481481483
P33981,0.66
Q08881,0.5904761904761905
Q93009,0.7564102564102564
P08581,0.7055555555555556
P15170,0.4423076923076923
Q96SW2,0.23717948717948714
O60674,0.9930555555555555
Q9Y616,0.6388888888888888
Q5S007,0.9166666666666666
O75530,0.5238095238095238
Q16539,0.888888888888889
P11474,0.5833333333333334
O43924,0.8888888888888888
O60760,0.7301587301587302
