target,auroc
O15379,1.0
O43924,1.0
O60674,0.8542
O60760,0.9048
O60885,0.5519
O75530,0.5429
P00533,0.7063
P01116,0.5786
P01116/P04049,0.7297
P01116/Q07889,0.5682
P03372,0.4183
P06239,0.6667
P08581,0.8667
P09874,0.4669
P10275,0.5409
P10636,0.437
P11474,0.5714
P11802,0.7967
P14902,0.45
P15056,0.4906
P15170,0.8654
P17706,0.8932
P18031,0.9694
P24941,0.419
P25440,0.9109
P30530,0.7803
P33981,0.69
P36888,0.7312
P36897,0.4872
P36969,0.2404
P37840,0.7768
P40337,0.8687
P40763,0.4202
P43490,0.5494
P49336,0.3272
P49840,1.0
P50750,0.6636
P51531,0.6058
P51531/P51532,0.6711
P51532,0.6751
P98170,0.5808
Q00534,0.8262
Q02750,0.8352
Q06124,0.8222
Q06187,0.4457
Q07889,0.3342
Q08881,0.7857
Q09472,0.8825
Q13422,0.4857
Q14004,0.8631
Q15059,0.859
Q16539,0.8889
Q5S007,1.0
Q92793,0.8747
Q92793/Q09472,0.8871
Q92918,0.6494
Q93009,0.6026
Q96SW2,0.1346
Q9BY41,0.5431
Q9NWZ3,0.6047
Q9NYV4,0.8538
Q9UBN7,0.4583
Q9UM73,0.8472
Q9Y2I7,0.1852
