target,auroc
P00533,0.7604280137981118
P06239,0.6608187134502924
P08581,1.0
P11802,0.7582655826558266
P15056,0.7080441488336225
P24941,0.8761904761904762
P30530,0.9785353535353535
P33981,0.5833333333333334
P36888,0.6998910675381264
P36897,0.5187553282182439
P49336,0.5153609831029186
P49840,0.8771929824561404
P50750,0.8157575757575758
Q02750,0.6373626373626374
Q06187,0.6764498234997479
Q07889,0.22674611055941743
Q08881,0.5761904761904761
Q13422,0.47381342062193116
Q14004,0.5882936507936507
Q16539,0.925925925925926
Q5S007,0.9500000000000001
Q96SW2,0.16025641025641024
Q9NYV4,0.6432748538011696
Q9UM73,0.7447916666666666
