target,auroc
P10275,0.5228288845831285
P03372,0.5566197857579581
Q06187,0.6847579425113463
P01116,0.7030424112761139
P15056,0.7013416955851167
P51531,0.6711382600710664
P00533,0.7637413761801017
Q9NWZ3,0.8237159329140461
P51532,0.6503086419753087
P10636,0.5171425796425796
O60885,0.6284357059391353
P01116/P04049,0.8136324786324787
Q92793,0.8487933634992458
P14902,0.4497076023391813
Q07889,0.2567030784508441
Q92918,0.7268714689265536
Q92793/Q09472,0.9446517412935322
Q09472,0.9333767361111112
P36969,0.8466302367941712
Q13422,0.489088925259138
P36888,0.6211873638344226
P17706,0.859375
Q9BY41,0.33310185185185187
P18031,0.9509803921568628
P09874,0.35670194003527333
P36897,0.43734015345268545
Q00534,0.8429166666666666
P11802,0.7677506775067752
P51531/P51532,0.7301587301587302
P50750,0.7672727272727272
Q02750,0.717948717948718
O15379,1.0
P98170,0.5942760942760943
Q9UBN7,0.46435185185185185
P49336,0.4976958525345621
P43490,0.3240740740740741
Q9UM73,0.6990740740740741
P01116/Q07889,0.496969696969697
P25440,0.8630229419703105
Q15059,0.7856125356125357
P37840,0.6190476190476191
Q06124,0.7866666666666667
P30530,0.9570707070707071
Q9NYV4,0.7699805068226121
P40337,0.7125
Q14004,0.6746031746031745
P06239,0.6432748538011697
P40763,0.38095238095238093
P24941,0.8571428571428572
P49840,0.9356725146198831
Q9Y2I7,0.7222222222222222
P33981,0.51
Q08881,0.6333333333333333
Q93009,0.6196581196581197
P08581,0.8388888888888889
P15170,0.5576923076923076
Q96SW2,0.3333333333333333
O60674,0.9375
Q9Y616,0.9583333333333334
Q5S007,0.9499999999999998
O75530,0.4761904761904762
Q16539,0.9166666666666666
P11474,0.5595238095238094
O43924,0.8888888888888888
O60760,0.6666666666666666
