target,auroc
P10275,0.7950135920645479
P03372,0.821325070418553
Q06187,0.8182854261220373
P01116,0.8534972173280756
P15056,0.7461201079622132
P51531,0.6346335555821722
P00533,0.7912978848946985
Q9NWZ3,0.8764675052410901
P51532,0.6761528685548294
P10636,0.700919450919451
O60885,0.6252095717116293
P01116/P04049,0.8444444444444444
Q92793,0.8345399698340875
P14902,0.5868421052631579
Q07889,0.6487917907977491
Q92918,0.8735875706214689
Q92793/Q09472,0.9350124378109452
Q09472,0.9388020833333334
P36969,0.7347905282331512
Q13422,0.6789416257501365
P36888,0.7796840958605665
P17706,0.8599537037037037
Q9BY41,0.5018518518518519
P18031,0.9349019607843138
P09874,0.5965608465608465
P36897,0.5924978687127025
Q00534,0.8460416666666667
P11802,0.7203252032520325
P51531/P51532,0.6972369194591418
P50750,0.7963636363636363
Q02750,0.6886446886446885
O15379,0.9979797979797981
P98170,0.5420875420875421
Q9UBN7,0.5361111111111111
P49336,0.4039938556067589
P43490,0.5792181069958848
Q9UM73,0.8634259259259259
P01116/Q07889,0.37272727272727274
P25440,0.8178137651821862
Q15059,0.6581196581196581
P37840,0.45089285714285715
Q06124,0.668148148148148
P30530,0.9469696969696969
Q9NYV4,0.7543859649122807
P40337,0.6666666666666666
Q14004,0.6567460317460317
P06239,0.4444444444444445
P40763,0.3753501400560224
P24941,0.761904761904762
P49840,0.8421052631578948
Q9Y2I7,0.46913580246913583
P33981,0.75
Q08881,0.4380952380952381
Q93009,0.5555555555555555
P08581,1.0
P15170,0.5256410256410255
Q96SW2,0.15384615384615383
O60674,0.9722222222222223
Q9Y616,0.986111111111111
Q5S007,0.9
O75530,0.5904761904761905
Q16539,0.8796296296296298
P11474,0.35714285714285715
O43924,0.9629629629629629
O60760,0.873015873015873
