target,auroc
P10275,0.563731118116005
P03372,0.4933195146862885
Q06187,0.725052419247817
P01116,0.5300745308610901
P15056,0.6337538557933294
P51531,0.5875088167578286
P00533,0.8015840595497458
Q9NWZ3,0.6904088050314465
P51532,0.6572076978939724
P10636,0.4726269101269101
O60885,0.5196502057613168
Q92793,0.8239064856711916
P14902,0.5766081871345029
Q07889,0.6180072823568356
Q92918,0.7249293785310734
Q09472,0.898654513888889
P36888,0.6917211328976034
Q9BY41,0.5909722222222222
Q00534,0.8535416666666666
P09874,0.2945326278659612
P36897,0.4083546462063086
P11802,0.8021680216802167
Q02750,0.8180708180708182
O15379,0.9838383838383838
P50750,0.7994791666666666
Q9UBN7,0.2962962962962963
P98170,0.5782828282828283
P49336,0.3279569892473118
Q9UM73,0.8165509259259259
P25440,0.7415654520917677
Q15059,0.638888888888889
Q06124,0.4866666666666666
P37840,0.6674107142857143
Q9NYV4,0.7017543859649124
P30530,0.693181818181818
P40337,0.634375
Q14004,0.7053571428571429
P06239,0.6140350877192983
P40763,0.3445378151260503
P24941,0.9746031746031748
P49840,0.7192982456140351
P33981,0.7533333333333333
Q08881,0.8142857142857144
Q96SW2,0.1923076923076923
P08581,0.9555555555555556
O60674,0.9861111111111112
Q9Y616,0.4722222222222221
Q5S007,0.7833333333333333
Q16539,0.888888888888889
O75530,0.4952380952380952
P11474,0.4523809523809524
Q9H8M2,0.5185185185185185
O43924,0.8888888888888888
O60760,0.9365079365079364
