target,auroc
P10275,0.5534011490596412
P03372,0.6128910129315677
Q06187,0.7185955622793747
P01116,0.6774285454596303
P15056,0.704763712165028
P51531,0.6514951890445961
P00533,0.7657384713144516
Q9NWZ3,0.844601677148847
P51532,0.6570987654320987
P10636,0.6036810411810412
O60885,0.5828125793832242
P01116/P04049,0.8147435897435898
Q92793,0.8635746606334842
P14902,0.4805068226120857
Q07889,0.2876530950016551
Q92918,0.7764830508474576
Q92793/Q09472,0.9409203980099502
Q09472,0.9270833333333334
P36969,0.8105646630236795
Q13422,0.5256410256410257
P36888,0.6688453159041394
P17706,0.8527199074074074
Q9BY41,0.31319444444444444
P18031,0.9305882352941177
P09874,0.3284832451499118
P36897,0.45907928388746805
Q00534,0.8291666666666666
P11802,0.7590785907859079
P51531/P51532,0.776601998824221
P50750,0.8533333333333332
Q02750,0.7435897435897436
O15379,0.996969696969697
P98170,0.6245791245791246
Q9UBN7,0.5837962962962963
P49336,0.5867895545314901
P43490,0.34773662551440326
Q9UM73,0.5787037037037037
P01116/Q07889,0.4090909090909091
P25440,0.8481781376518218
Q15059,0.7770655270655272
P37840,0.6398809523809524
Q06124,0.7762962962962963
P30530,0.9671717171717171
Q9NYV4,0.7543859649122805
P40337,0.6208333333333333
Q14004,0.6746031746031745
P06239,0.587719298245614
P40763,0.3025210084033614
P24941,0.8444444444444446
P49840,0.9181286549707602
Q9Y2I7,0.7777777777777778
P33981,0.6366666666666667
Q08881,0.6619047619047619
Q93009,0.5256410256410255
P08581,0.9499999999999998
P15170,0.3782051282051282
Q96SW2,0.16666666666666666
O60674,0.9444444444444445
Q9Y616,0.9305555555555555
Q5S007,0.8833333333333333
O75530,0.5714285714285715
Q16539,0.8518518518518517
P11474,0.6785714285714285
O43924,0.4444444444444445
O60760,0.7936507936507936
