target,auroc
P10275,0.5219379295718981
P03372,0.5953919583249397
Q06187,0.7089964699949571
P01116,0.7151746511172637
P15056,0.7192139001349528
P51531,0.6101795291518611
P00533,0.7619144880174291
Q9NWZ3,0.8118448637316562
P51532,0.6422476397966594
P10636,0.5197973322973323
O60885,0.5871310267743737
P01116/P04049,0.8289316239316239
Q92793,0.8394419306184012
P14902,0.451364522417154
Q07889,0.23493876199933797
Q92918,0.7814265536723163
Q92793/Q09472,0.9483830845771144
Q09472,0.9231770833333334
P36969,0.8198542805100182
Q13422,0.4675395526459356
P36888,0.6838235294117646
P17706,0.8511284722222222
Q9BY41,0.4043981481481482
P18031,0.9290196078431373
P09874,0.2989417989417989
P36897,0.516624040920716
Q00534,0.8283333333333335
P11802,0.735230352303523
P51531/P51532,0.7001763668430335
P50750,0.8018181818181818
Q02750,0.7692307692307692
O15379,1.0
P98170,0.5690235690235691
Q9UBN7,0.44768518518518513
P49336,0.5176651305683564
P43490,0.3883744855967078
Q9UM73,0.7332175925925926
P01116/Q07889,0.4712121212121212
P25440,0.8427800269905533
Q15059,0.7428774928774929
P37840,0.5446428571428572
Q06124,0.705925925925926
P30530,0.9772727272727272
Q9NYV4,0.6998050682261209
P40337,0.6958333333333333
Q14004,0.6130952380952381
P06239,0.6812865497076025
P40763,0.257703081232493
P24941,0.9333333333333332
P49840,0.912280701754386
Q9Y2I7,0.7222222222222222
P33981,0.6166666666666666
Q08881,0.6238095238095237
Q93009,0.5427350427350428
P08581,0.9722222222222223
P15170,0.4230769230769231
Q96SW2,0.15384615384615383
O60674,0.9444444444444443
Q9Y616,0.8333333333333334
Q5S007,0.9499999999999998
O75530,0.41904761904761906
Q16539,0.9166666666666669
P11474,0.6904761904761906
O43924,0.7777777777777778
O60760,0.7619047619047619
