target,auroc
P10275,0.5002899158448769
P03372,0.6061676756752935
Q06187,0.783108925869894
P01116,0.7637280812148671
P15056,0.6875060246770772
P51531,0.6614631160085704
P00533,0.7701298111837328
Q9NWZ3,0.8507599580712788
P51532,0.6386256354393609
P10636,0.3559472934472934
O60885,0.5509576792155667
P01116/P04049,0.8353418803418804
Q92793,0.8305429864253394
P14902,0.4341130604288499
Q07889,0.418735518040384
Q92918,0.810204802259887
Q92793/Q09472,0.943407960199005
Q09472,0.9186197916666666
P36969,0.73224043715847
Q13422,0.47408619749045283
P36888,0.7227668845315905
P17706,0.8310185185185186
Q9BY41,0.4048611111111111
P18031,0.9280392156862746
P09874,0.332010582010582
P36897,0.5208866155157715
Q00534,0.8687499999999999
P11802,0.7533875338753387
P51531/P51532,0.66901822457378
P50750,0.775151515151515
Q02750,0.6568986568986569
O15379,0.9909090909090909
P98170,0.5690235690235691
Q9UBN7,0.47824074074074074
P49336,0.5506912442396312
P43490,0.30452674897119336
Q9UM73,0.6655092592592593
P01116/Q07889,0.46212121212121215
P25440,0.8663967611336032
Q15059,0.7977207977207978
P37840,0.49330357142857145
Q06124,0.6103703703703703
P30530,0.9772727272727272
Q9NYV4,0.6861598440545809
P40337,0.7229166666666668
Q14004,0.626984126984127
P06239,0.652046783625731
P40763,0.36134453781512604
P24941,0.9206349206349206
P49840,0.847953216374269
Q9Y2I7,0.6172839506172839
P33981,0.82
Q08881,0.5523809523809524
Q93009,0.7264957264957265
P08581,0.9277777777777777
P15170,0.39102564102564097
Q96SW2,0.12179487179487176
O60674,1.0
Q9Y616,0.6111111111111112
Q5S007,0.6722222222222222
O75530,0.5904761904761905
Q16539,0.8611111111111112
P11474,0.7023809523809524
O43924,0.888888888888889
O60760,0.7936507936507938
