target,auroc
P10275,0.8724136518310729
P03372,0.8479630748786894
Q06187,0.850393343419062
P01116,0.8676413010039993
P15056,0.7667967996915367
P51531,0.6465378421900162
P00533,0.820079883805374
Q9NWZ3,0.8589360587002096
P51532,0.6805464778503995
P10636,0.7249093499093499
O60885,0.639485850734136
P01116/P04049,0.8471794871794871
Q92793,0.8538461538461539
P14902,0.6444444444444445
Q07889,0.44571333995365775
Q92918,0.8619350282485875
Q92793/Q09472,0.931592039800995
Q09472,0.9401041666666666
P36969,0.7406193078324227
Q13422,0.6871249318057829
P36888,0.7922113289760349
P17706,0.8599537037037036
Q9BY41,0.6027777777777777
P18031,0.9396078431372549
P09874,0.7888007054673721
P36897,0.6308610400682012
Q00534,0.8585416666666666
P11802,0.729810298102981
P51531/P51532,0.6848912404467961
P50750,0.7521212121212121
Q02750,0.608058608058608
O15379,0.998989898989899
P98170,0.5841750841750842
Q9UBN7,0.5166666666666666
P49336,0.4485407066052227
P43490,0.5792181069958847
Q9UM73,0.8587962962962963
P01116/Q07889,0.4454545454545455
P25440,0.8717948717948717
Q15059,0.7934472934472936
P37840,0.4449404761904762
Q06124,0.6844444444444445
P30530,0.9545454545454545
Q9NYV4,0.8323586744639377
P40337,0.7583333333333334
Q14004,0.7321428571428571
P06239,0.4473684210526316
P40763,0.21008403361344538
P24941,0.9333333333333332
P49840,1.0
Q9Y2I7,0.35185185185185186
P33981,0.8000000000000002
Q08881,0.4619047619047619
Q93009,0.5341880341880342
P08581,1.0
P15170,0.358974358974359
Q96SW2,0.07051282051282051
O60674,0.986111111111111
Q9Y616,0.9722222222222222
Q5S007,0.9
O75530,0.5904761904761905
Q16539,0.8703703703703706
P11474,0.35714285714285715
O43924,1.0
O60760,0.9365079365079366
