target,auroc
P10275,0.5115973567772347
P03372,0.5647484016667197
Q06187,0.6820801815431164
P01116,0.764624758788489
P15056,0.7358118854829381
P51531,0.5951411346668263
P00533,0.7566721132897605
Q9NWZ3,0.8088050314465409
P51532,0.6073801742919391
P10636,0.507527195027195
O60885,0.5175278158817254
P01116/P04049,0.8265384615384617
Q92793,0.8278280542986425
P14902,0.4695906432748538
Q07889,0.2204568023833168
Q92918,0.7764830508474576
Q92793/Q09472,0.9375
Q09472,0.9186197916666667
P36969,0.7825136612021858
Q13422,0.4754500818330606
P36888,0.6981209150326797
P17706,0.8420138888888888
Q9BY41,0.3805555555555556
P18031,0.9299999999999999
P09874,0.31481481481481477
P36897,0.45907928388746805
Q00534,0.84375
P11802,0.7560975609756098
P51531/P51532,0.6966490299823633
P50750,0.7781818181818181
Q02750,0.6373626373626373
O15379,0.996969696969697
P98170,0.5883838383838383
Q9UBN7,0.5055555555555555
P49336,0.6013824884792627
P43490,0.5385802469135803
Q9UM73,0.7760416666666666
P01116/Q07889,0.47727272727272735
P25440,0.7834008097165991
Q15059,0.685897435897436
P37840,0.44642857142857145
Q06124,0.7088888888888889
P30530,0.9393939393939393
Q9NYV4,0.6491228070175439
P40337,0.7093750000000001
Q14004,0.6190476190476191
P06239,0.6140350877192983
P40763,0.361344537815126
P24941,0.9333333333333333
P49840,1.0
Q9Y2I7,0.6851851851851851
P33981,0.48
Q08881,0.5857142857142856
Q93009,0.7051282051282051
P08581,1.0
P15170,0.21153846153846154
Q96SW2,0.2019230769230769
O60674,0.9583333333333334
Q9Y616,0.8333333333333334
Q5S007,0.85
O75530,0.4857142857142857
Q16539,0.9444444444444445
P11474,0.7142857142857143
O43924,0.0
O60760,0.7142857142857143
