target,auroc
P10275,0.5350327355784739
P03372,0.5904883921901476
Q06187,0.7164516806830353
P01116,0.6889386148859908
P15056,0.7070382825625194
P51531,0.6660476289905025
P00533,0.7603647563676633
Q9NWZ3,0.8165059268874382
P51532,0.6581048557800401
P10636,0.557861655872092
O60885,0.6510796604942174
P01116/P04049,0.8020991225532055
Q92793,0.8550723928535581
P14902,0.4578542375448875
Q07889,0.2852567092903227
Q92918,0.785412997744987
Q92793/Q09472,0.9466739835846535
Q09472,0.9300368334351342
P36969,0.8909519599174772
Q13422,0.5377046629081512
P36888,0.6437818651409732
P17706,0.8504792907151737
Q9BY41,0.3998860004754989
P18031,0.9563364624505928
P09874,0.39982842020380716
P36897,0.525357259228227
Q00534,0.8633933168697037
P11802,0.7602152470573523
P51531/P51532,0.7645563183320622
P50750,0.7928452141552826
Q02750,0.9764478764478765
O15379,1.0
P98170,0.622208538587849
Q9UBN7,0.670915195915196
P49336,0.4909713353199943
P43490,0.6281979458450047
Q9UM73,0.78385989010989
P01116/Q07889,0.44965886939571154
P25440,0.8882700632700633
Q15059,0.8272646957743112
P37840,0.6794871794871794
Q06124,0.8366633366633366
P30530,0.968266253869969
Q9NYV4,0.763095238095238
P40337,0.6955840455840456
Q14004,0.6919753086419753
P06239,0.5776289682539683
P40763,0.2831501831501832
P24941,0.9641414141414142
P49840,0.9761904761904763
Q9Y2I7,0.8095238095238094
P33981,0.7603615520282186
Q08881,0.6686868686868687
Q93009,0.6092592592592593
P08581,1.0
P15170,0.3950617283950617
Q96SW2,0.30516975308641975
O60674,0.9814814814814815
Q9Y616,0.9761904761904763
Q5S007,0.9484126984126985
O75530,0.6944444444444445
Q16539,0.8277777777777778
P11474,0.7916666666666666
O43924,0.6666666666666666
O60760,0.8055555555555555
