target,auroc
O15379,1.0
O43924,1.0
O60674,0.875
O60760,0.8095
O60885,0.5838
O75530,0.7714
P00533,0.7044
P01116,0.5114
P01116/P04049,0.7518
P01116/Q07889,0.4682
P03372,0.5184
P06239,0.5132
P08581,0.95
P09874,0.1944
P10275,0.4905
P10636,0.4933
P11474,0.5357
P11802,0.8211
P14902,0.3257
P15056,0.5099
P15170,0.5
P17706,0.9149
P18031,0.9588
P24941,0.1333
P25440,0.8623
P30530,0.6326
P33981,0.74
P36888,0.7087
P36897,0.5153
P36969,0.2175
P37840,0.7991
P40337,0.5437
P40763,0.563
P43490,0.6111
P49336,0.2811
P49840,1.0
P50750,0.7145
P51531,0.5681
P51531/P51532,0.694
P51532,0.6497
P98170,0.6439
Q00534,0.8725
Q02750,0.7912
Q06124,0.76
Q06187,0.434
Q07889,0.3312
Q08881,0.8714
Q09472,0.8965
Q13422,0.6559
Q14004,0.8393
Q15059,0.8077
Q16539,0.8056
Q5S007,1.0
Q92793,0.8792
Q92793/Q09472,0.889
Q92918,0.7617
Q93009,0.5385
Q96SW2,0.1923
Q9BY41,0.5014
Q9NWZ3,0.613
Q9NYV4,0.8246
Q9UBN7,0.4667
Q9UM73,0.8333
Q9Y2I7,0.7222
