target,auroc
P10275,0.5128370544081878
P03372,0.5853663250459926
Q06187,0.7380681497880889
P01116,0.704548025331248
P15056,0.7119190262903637
P51531,0.6624934835782811
P00533,0.7620374215577704
Q9NWZ3,0.8355965909684729
P51532,0.6598761545535873
P10636,0.5293002165678197
O60885,0.634468247996729
P01116/P04049,0.820909342969164
Q92793,0.8491321640068251
P14902,0.540422829268881
Q07889,0.3087229606557338
Q92918,0.7840247068741691
Q92793/Q09472,0.9502095660749507
Q09472,0.91860477168823
P36969,0.8576807292324533
Q13422,0.5623625792811838
P36888,0.6504412004293408
P17706,0.8467891884228663
Q9BY41,0.4333594605432382
P18031,0.9535075066938671
P09874,0.3890459074379353
P36897,0.5635921426244006
Q00534,0.8688985593783195
P11802,0.7723479697163907
P51531/P51532,0.7478006610729723
P50750,0.8080871966550838
Q02750,0.9859716859716859
O15379,1.0
P98170,0.5961001642036124
Q9UBN7,0.6451881451881452
P49336,0.5063856960408685
P43490,0.6670985060690944
Q9UM73,0.7855235042735043
P01116/Q07889,0.45463891209505247
P25440,0.8809861434861436
Q15059,0.8091478766959536
P37840,0.5747863247863249
Q06124,0.8043900543900543
P30530,0.9540763673890608
Q9NYV4,0.7906746031746031
P40337,0.707905982905983
Q14004,0.6736812570145903
P06239,0.625
P40763,0.3155067155067155
P24941,0.9641414141414142
P49840,0.846031746031746
Q9Y2I7,0.8095238095238096
P33981,0.7361111111111112
Q08881,0.6752525252525251
Q93009,0.7000000000000001
P08581,1.0
P15170,0.49382716049382713
Q96SW2,0.21141975308641978
O60674,1.0
Q9Y616,0.9345238095238096
Q5S007,0.9484126984126985
O75530,0.6944444444444445
Q16539,0.8277777777777778
P11474,0.6759259259259259
O43924,0.6666666666666666
O60760,0.7222222222222222
