target,auroc
P10275,0.5353131601965587
P03372,0.6096908058137115
Q06187,0.7773703549959258
P01116,0.747374525053267
P15056,0.6855822308119329
P51531,0.7073905784080435
P00533,0.7788448228128461
Q9NWZ3,0.8874457516309131
P51532,0.6405596364998687
P10636,0.4814941347238772
O60885,0.6289503657383405
P01116/P04049,0.8208554819532164
Q92793,0.8459664508682123
P14902,0.5089311205964898
Q07889,0.5057716299733106
Q92918,0.7805953803265631
Q92793/Q09472,0.9489239358656233
Q09472,0.9205682344013179
P36969,0.8515757231274473
Q13422,0.5994147874089734
P36888,0.6877198215552105
P17706,0.8393803572597003
Q9BY41,0.4287787445068054
P18031,0.9535134833609588
P09874,0.4738943783254929
P36897,0.5737210817855979
Q00534,0.8914062178867277
P11802,0.7586156138787717
P51531/P51532,0.7514429188914314
P50750,0.7639720687680261
Q02750,0.9596382096382096
O15379,1.0
P98170,0.635686918445539
Q9UBN7,0.5952602952602953
P49336,0.4755747126436782
P43490,0.5026610644257703
Q9UM73,0.7901785714285715
P01116/Q07889,0.4540448343079922
P25440,0.9014346764346765
Q15059,0.8396460910883988
P37840,0.5064102564102564
Q06124,0.7506382506382506
P30530,0.9760061919504643
Q9NYV4,0.7376984126984127
P40337,0.75997150997151
Q14004,0.6676206509539843
P06239,0.5796130952380952
P40763,0.23589743589743592
P24941,0.9696969696969697
P49840,0.815873015873016
Q9Y2I7,0.75
P33981,0.8681657848324514
Q08881,0.673989898989899
Q93009,0.7925925925925926
P08581,0.9895833333333334
P15170,0.4197530864197532
Q96SW2,0.21797839506172836
O60674,1.0
Q9Y616,0.6309523809523809
Q5S007,0.9384920634920636
O75530,0.6944444444444445
Q16539,0.8277777777777778
P11474,0.6296296296296297
O43924,0.6666666666666666
O60760,0.861111111111111
